input,intent,botName
Wanna know why my bill went up six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why my bill went up sixteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Want to know why my bill went up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why my account for my bill went up about forty more dollars,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why the bill went up another thirteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why my bill went up fifteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Wanted to know why my bill went up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Want to find out why my bill went up six four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why my bill went up thirty dollars a month,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why my bill went up an extra five dollars on spectrum Internet,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why my bill went up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why my bill went up ten bucks,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up one hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up thirty some dollars,Increased Bill,Billing_Dev_UNI_FEB28
Wanna know why my bill went up five bucks,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up over seventeen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up five dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill jump up forty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up about fifteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up an extra dollar,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up another five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up almost ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did our bill go up thirteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why why did my bill go up twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did this bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my phone bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up to fifty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up thirty six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up thirty seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up to over twelve bucks,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up over twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my billing go up sixteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up five more dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did bill go up by ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill jump up twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twenty one dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up over nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up thirty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twenty twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up almost thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up forty one dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why do I get why did I get billed twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill go up forty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twelve dollars,Increased Bill,Billing_Dev_UNI_FEB28
What caused my bill to go up ten dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twenty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my spectrum bill go up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
What monthly bill went up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did this bill go up ten whole dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill got raised for eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill just go up thirty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up six dollars and,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill rates five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up six dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why did thirty dollars added to my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go about twelve dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up another eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up five dollars and,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up five dollars and some cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up another twelve something,Increased Bill,Billing_Dev_UNI_FEB28
Why did my cable bill go up one dollar,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up six dollars again,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up one dollar five cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up forty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up another ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Did my spectrum bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did our bill go up six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twenty,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill up go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up one dollar,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up six dollars and more,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up ten bucks,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up ten dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by thirty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why am I why my bill went up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Did the monthly bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up over ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up ten percent,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up two dollars,Increased Bill,Billing_Dev_UNI_FEB28
Did the phone bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill go up twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up thirteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up my five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my price of my spectrum bill go up eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twenty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up over one hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by seventeen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill go up another fourteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill go up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up ten more dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up almost ten percent,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twenty six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up about two dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up thirteen dollars for no reason,Increased Bill,Billing_Dev_UNI_FEB28
Why did my spectrum bill up twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up sixteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up fifty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up almost three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up seventeen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up by six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill went up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my cable bill go up thirteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up twenty bucks,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up nineteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Did my bill go up by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did our bill go up over twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up four dollars on my telephone line,Increased Bill,Billing_Dev_UNI_FEB28
Why did a rep raise my bill eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up fifteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up five bucks,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill is ten dollars more it was,Increased Bill,Billing_Dev_UNI_FEB28
My bill has gone up five dollars why is that,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up about ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up another dollar eight,Increased Bill,Billing_Dev_UNI_FEB28
My bill why is my bill ninety eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill why did it go up eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did our bill go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill is going up forty dollars why is that,Increased Bill,Billing_Dev_UNI_FEB28
Is my bill what my bill went up twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill why is it going up six dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill why did it go up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill has gone up an extra five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up thirty five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill just went up ten dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill why did my bill go up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Today my bill been about twenty dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill why did it go up ten more dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up thirty dollars why,Increased Bill,Billing_Dev_UNI_FEB28
Last bill was thirty two dollars higher why,Increased Bill,Billing_Dev_UNI_FEB28
My bill why did it go up seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up twenty five percent why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up twenty something dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My spectrum Internet bill went up five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up five dollars why is that,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up one hundred dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up forty dollars a month why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up over thirty dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up ten dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up twenty dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up forty nine dollars in one month why,Increased Bill,Billing_Dev_UNI_FEB28
My bill was raised five dollars a month why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up six dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up fifteen dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up twenty dollars a month why,Increased Bill,Billing_Dev_UNI_FEB28
Our bill went up ten dollars why,Increased Bill,Billing_Dev_UNI_FEB28
The bill went up eight dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up by five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill sixty two dollars,Increased Bill,Billing_Dev_UNI_FEB28
The price of my bill went up five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill has gone up five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up twelve dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My phone bill went up five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill an extra forty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty four dollars and something,Increased Bill,Billing_Dev_UNI_FEB28
My bill just got raised another ten dollars why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty six dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ninety eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why why is my bill ten dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ninety four dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill was two sixty one why did it go up,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill four hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ninety three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty dollars instead of,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill sixty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why why is my bill ninety six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill seventy five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill three hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill sixty seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill forty one dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty two dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ninety two dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill is one hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill sixty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill sixteen dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my next bill ninety eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifty six dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars for,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill sixty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill up thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty eight dollars instead of,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars more,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up by seven dollars this month why,Increased Bill,Billing_Dev_UNI_FEB28
My bill got ten dollars more than it was last month why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up eleven dollars from last month why,Increased Bill,Billing_Dev_UNI_FEB28
Why did you increase my bill thirty percent one fell swoop,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill seventy dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up over eighteen dollars in one month why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up ten dollars this past month why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill forty dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars higher,Increased Bill,Billing_Dev_UNI_FEB28
My bill up ten dollars from last month why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill more twenty dollars more,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up twenty some dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twelve dollars more,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill increased ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill changed it went up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars higher,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up five bucks,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill seven dollars higher,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill six dollars more,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill increased eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill raised by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty dollars higher,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifteen dollars higher,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill raised five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill please five dollars,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up sixteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill increased fifty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill increased five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill raised ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill fifty eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill increased by seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill seventy nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Billing why is the bill so high I thought you were taking fifteen dollars off,Increased Bill,Billing_Dev_UNI_FEB28
Can I said billing increase in the monthly rate,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill increased by six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill raised thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill increased by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill six dollars cheaper,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill is seventy two dollars I paid my phone bill,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up six dollars and also my second box my receiver is not working,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill five dollars more,Increased Bill,Billing_Dev_UNI_FEB28
A problem about my bill why my bill why added nine dollars to my to my spectrum bill,Increased Bill,Billing_Dev_UNI_FEB28
Why has my phone bill went phone went up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Connect me with billing billing why did my bill go up to over two hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Billing regarding my bill why did it go up six dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill going up and taking channels away,Increased Bill,Billing_Dev_UNI_FEB28
My bill going up and channels be taken away,Increased Bill,Billing_Dev_UNI_FEB28
The billing statement that I just received it increased again can you tell me why,Increased Bill,Billing_Dev_UNI_FEB28
Billing why did my bill go up twenty dollars in the last two months,Increased Bill,Billing_Dev_UNI_FEB28
My bill billing increase,Increased Bill,Billing_Dev_UNI_FEB28
Increase in my daily in my monthly billing,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up ten dollars I need to have this corrected,Increased Bill,Billing_Dev_UNI_FEB28
When did my phone bill go up,Increased Bill,Billing_Dev_UNI_FEB28
My bill going up and lost channels,Increased Bill,Billing_Dev_UNI_FEB28
My billing increase increase in billing,Increased Bill,Billing_Dev_UNI_FEB28
My increase in the billing monthly billing,Increased Bill,Billing_Dev_UNI_FEB28
Losing channels and my my bill going up,Increased Bill,Billing_Dev_UNI_FEB28
My billing increase,Increased Bill,Billing_Dev_UNI_FEB28
My billing increase my monthly bill increased,Increased Bill,Billing_Dev_UNI_FEB28
My billing statement increased my billing statement,Increased Bill,Billing_Dev_UNI_FEB28
Increase increase billing increase my statement have an increase,Increased Bill,Billing_Dev_UNI_FEB28
Discuss bill increase in bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill and increase in my billing,Increased Bill,Billing_Dev_UNI_FEB28
My billing rate increase,Increased Bill,Billing_Dev_UNI_FEB28
Asking why my bill is so high,Increased Bill,Billing_Dev_UNI_FEB28
My bill increase,Increased Bill,Billing_Dev_UNI_FEB28
My account billing increase,Increased Bill,Billing_Dev_UNI_FEB28
My monthly bill increases and my service decreases,Increased Bill,Billing_Dev_UNI_FEB28
My billing statement increase my increase in my bill,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why the bill went up again,Increased Bill,Billing_Dev_UNI_FEB28
Bill increase,Increased Bill,Billing_Dev_UNI_FEB28
My billing increase my payment increase,Increased Bill,Billing_Dev_UNI_FEB28
Asking why my bill went up,Increased Bill,Billing_Dev_UNI_FEB28
Wonder why my bill's gone up,Increased Bill,Billing_Dev_UNI_FEB28
My monthly increase in billing,Increased Bill,Billing_Dev_UNI_FEB28
Just wondering why my bill went up,Increased Bill,Billing_Dev_UNI_FEB28
Wonder why my bill keeps going up,Increased Bill,Billing_Dev_UNI_FEB28
Questioning why my bill went up,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why my bill was so high,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why the bill is so high,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why my bill increased,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why my bill is so expensive,Increased Bill,Billing_Dev_UNI_FEB28
Pay pay bill bitch,Make a Payment,Billing_Dev_UNI_FEB28
Bill pay a damn bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill motherfuckers,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill fucking dumb bitch,Make a Payment,Billing_Dev_UNI_FEB28
Pay damn bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my fucking bill hello,Make a Payment,Billing_Dev_UNI_FEB28
Pay the bill bitch,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill bitch pay her,Make a Payment,Billing_Dev_UNI_FEB28
Pay a bill damn auto,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill pay pay my bill pay my bill pay my bill motherfucker,Make a Payment,Billing_Dev_UNI_FEB28
Pay your fucking bills pay your fucking bill spectrum goddamn fucking else,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill fucking stupid,Make a Payment,Billing_Dev_UNI_FEB28
Yo man pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill please for god sakes,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill motherfucker,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill fuck,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill goddamnit pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Bill pay my bill stupid ass shit,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill stupid,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill what the fuck,Make a Payment,Billing_Dev_UNI_FEB28
Pay my Internet bill dumbass,Make a Payment,Billing_Dev_UNI_FEB28
My fucking bill pay my bill pay my bill before you pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
To pay my bill damn,Make a Payment,Billing_Dev_UNI_FEB28
Fucking bill pay,Make a Payment,Billing_Dev_UNI_FEB28
To pay the fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay a bill shit,Make a Payment,Billing_Dev_UNI_FEB28
Pay my motherfucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill fucking cunt,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill you mother fucker,Make a Payment,Billing_Dev_UNI_FEB28
To pay my fucking bill bitch,Make a Payment,Billing_Dev_UNI_FEB28
Pay my fucking overly priced bill,Make a Payment,Billing_Dev_UNI_FEB28
Trying to pay my fucking bills,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill stupid bitch,Make a Payment,Billing_Dev_UNI_FEB28
Discon pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill dumbass,Make a Payment,Billing_Dev_UNI_FEB28
To pay the goddamn bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay pay my bill bitch,Make a Payment,Billing_Dev_UNI_FEB28
Pay fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my cable bill you moron,Make a Payment,Billing_Dev_UNI_FEB28
To pay my fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my fucking bill motherfucker,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill motherfucking,Make a Payment,Billing_Dev_UNI_FEB28
Yes pay a bill for fucking,Make a Payment,Billing_Dev_UNI_FEB28
Pay the fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Problem paying a fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill pay my fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill you stupid bitch,Make a Payment,Billing_Dev_UNI_FEB28
Pay my fucking bill bitch,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill for shut up no,Make a Payment,Billing_Dev_UNI_FEB28
Yes pay the fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
To pay my bill fucking idiot,Make a Payment,Billing_Dev_UNI_FEB28
Pay my god damn bills,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill fucking idiot,Make a Payment,Billing_Dev_UNI_FEB28
Pay my fucking bill you piece of shit,Make a Payment,Billing_Dev_UNI_FEB28
To pay a bill asshole,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill damn it,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill bill pay my fucking bill bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill fucking fucking thing,Make a Payment,Billing_Dev_UNI_FEB28
Paying the fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Paying this damn bill,Make a Payment,Billing_Dev_UNI_FEB28
Paying this terrible outrageous bill,Make a Payment,Billing_Dev_UNI_FEB28
How about paid my monthly bill yet,Make a Payment,Billing_Dev_UNI_FEB28
To pay the fucking my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill you guys be quiet,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill can you just shut off,Make a Payment,Billing_Dev_UNI_FEB28
How about paying for a sorry ass bill,Make a Payment,Billing_Dev_UNI_FEB28
